Last,First
Drake,Tom
Varick,Alfred
Dreier,Alex
Obee,Lois
Dresser,Louise
Von Koerber,Leila
Ray,Terry
Dreyfuss,Richard
Driscoll,Bobby
Driver,Kate
Driver,Minnie
la Coque,Joanne
Drury,James
Dubbins,Don
Deuel,Peter
Duff,Howard
Hinds,Julia
Dugan,Dennis
Dugan,Tom
Duggan,Andrew
Dukes,David
Dullea,Keir
Dumbrille,Douglass
Dumke,Ralph
Baker,Margaret
Dunaway,Faye
Dunbar,Christina Elizabeth
Duncan,Archie
Duncan,Mary
Duncan,Sandy
Dunn,Emma
Dunn,James
Miller,Gary Neil
Dunne,Griffin
Dunne,Irene
Dunnock,Mildred
Dupree,Minnie
Duprez,June
Dupuis,Paul
Durante,Jimmy
Durbin,Edna Mae
Durning,Charles
Duryea,Dan
Duvall,Robert
Duvall,Shelley
McKim,Ann
Dwyer,Leslie
Dyall,Franklin
Dyall,Valentine
Zimmerman,Robert
Dzunda,George
Eastwood,Clint
Eaton,Mary
Eaton,Shirley
Ebsen,Christian Rudolf
Eburne,Maude
Hasse,Eckman
Eddy,Helen Jerome
Eddy,Nelson
Edelman,Herb
Huffman,Barbara
Edwards,Blake
Edwards,Cliff
Edwards,Henry
Edwards,James
Zoine,Vincento Eduardo
Egan,Eddie
Egan,Richard
Ege,Julie
Eggar,Samantha
Eichhorn,Lisa
Eikenberry,Jill
Eilers,Sally
Eisley,Fred
Ekberg,Anita
Ekland,Britt-Marie
Elam,Jack
Eldredge,John
MacKechnie,Florence
Elizondo,Hector
Ellington,Edward
Elliot,Laura
Elliott,Denholm
Elliott,Robert
Elliott,Sam
Elliott,Gordon
Ellis,Edward
Elsas,Mary
OBrien,Patricia Gene
Smith,Frank Ellison
Smith,James Ellison
Reed,Isobel
Emerson,Faye
Emerson,Hope
Emerton,Roy
Emery,Dick
Emery,Gilbert
Emhardt,Robert
Emney,Fred
Ephron,Henry
Erdmann,Richard
Anderson,William
Meibes,Joseph
Errol,Leon
Erwin,Stuart
Eichberger,Willy
Esmond,Jill
Essex,David
Evans,Barry
Evans,Clifford
Smith,Frances Octavia
Evans,Dame Edith
Evans,Gene
Evans,Linda
Evans,Maurice
Evans,Rex
Evans,Robert
Allen,J.E.
Everest,Barbara
Cramton,Raymond
Evers,Herbert
Tompkins,S.~Yewell
Eythe,William
Fabian,Francoise
Lanzoni,Fabio
Fabares,Nanette
Fabrizi,Aldo
Ullman,Douglas
Fairbanks,Douglas~jr.
Tapping,S.
Fairchild,Morgan
Nelhams,Terence
Falk,Peter
Fantoni,Sergio
Farentino,James
Fargas,Antonio
Farley,Chris
Farmer,Frances
Farmer,Mimsy
Farnum,Dustin
Farnum,Franklyn
Farnum,William
Farr,Derek
Farr,Jamie
Farrar,David
Farr,Derek
Farrar,Geraldine
Farrell,Charles
Farrell,Charles
Farrell,Glenda
Farrell,Sharon
Farrow,Maria
Fassbinder,Rainer Werner
FawcettMajors,Farrah
Leppert,Alice
Ruf,Frank
Fazenda,Louise
Fehmiu,Bekim
Feld,Fritz
Feldman,Marty
Feldon,Barbara
Feldshuh,Tovah
Felix,Maria
Fell,Norman
Fellowes,Rockliffe
Fellows,Edith
Felmy,Hansjoerg
Felton,Verna
Fenn,Sherilyn
Fennec,Sylvie
Fenton,Frank
Ferguson,Elsie
Ferguson,Frank
Contandin,Fernand
Fernandez,Wilhelmina Wiggins
Ferrell,Conchata
Ferrer,Mel
Ferzetti,Pasquale
Perry,Lincoln
Cunati,Edwige
Fiander,Lewis
Fiedler,John
Field,Betty
Field,Mary
Field,Sally
Field,Shirley Anne
Field,Sid
Field,Margaret Cynthia
Fielding,Fenella
Fielding,Marjorie
Stansfield,Gracie
Dukenfield,William Claude
Finch,Flora
Finch,Jon
Finch,Peter
Finlay,Frank
Finlayson,James
Finney,Albert
Firth,Peter
Fischer,O.W.
Fisher,Carrie
Fisher,Edwin Jack
Fiske,Minnie
Shields,William
Fitzgerald,Ella
Fitzgerald,Geraldine
Bond,Walter
Morrison,Paul Fix
Flagg,Fannie
St. Angel,Michael
Flagstad,Kirsten
Flanders,Ed
Flannery,Susan
Flavin,James
Louis,Marilyn
Fletcher,Cyril
Fletcher,Louise
Flippen,Jay C.
Fluellen,Joel
Flynn,Errol
Flynn,Joe
Flynn,Sean
Fock,Nina Consuelo Maud
Fonda,Bridget
Fonda,Jane
Fonda,Peter
deHavilland,Joan de Beauvoir
Hookham,Peggy
Foran,Nicholas
Clarke,John
Forbes,Mary
Taylor,Ralph
Ford,Dorothy
Ford,Francis
Ford,Gwyllyn
Ford,Harrison
Weaver,Paul Ford
Grundy,Sam
Degni,Lou
Formby,George
Forrest,Frederic
Andrews,William Forrest
Forster,Robert
Forster,Rudolph
Forsyth,Bruce
Forsyth,Rosemary
Freund,John
Fossey,Brigitte
Foster,Barry
Laruska,D.
Foster,Alicia Christian
Foster,Julia
Foster,Meg
Foster,Norman
Foster,Preston
Larsen,Susan
Foulger,Byron
Fowler,Harry
Fowley,Douglas
Fox,Bernard
Fox,Edward
Fox,James
Fox,Michael J.
Fox,Sidney
Fried,Wilhelm
Sanford,John Elroy
Foy~jr,Eddie
France,C.V.
Francen,Victor
Papaleo,Anthony
Francis,Alec B.
Francis,Anne
Francis,Arlene
Franconero,Constance
Francis,Eve
Francis,Ivor
Gibbs,Katherine
Francis,Robert
Franciscus,James
Francks,Don
Frank,Charles
Franklin,Pamela
Franz,Arthur
Franz,Eduard
Fraser,William
Fraser,John
Fraser,Liz
Fraser,Richard
Fraser,Ronald
Frawley,William
Frederick,Lynn
Frederick,Pauline
Freed,Bert
Freeman~jr,Al
Freeman,Howard
Freeman,Kathleen
Freeman,Monica
French,Leslie
Laudenbach,Pierre-Jules-Lions
Fresson,Bernard
Frey,Leonard
Frid,Jonathan
Friderici,Blanche
Friend,Philip
Fritsch,Willy
Frontiere,Dominic
Frye,Dwight
Fuller,Robert
Fullerton,Fiona
Funicello,Annette
Furneaux,Yvonne
Furse,Judith
Furlong,Edward
Fyffe,Will
Gabel,Martin
Gable,Clark
Gable,John Clark
Gabor,Eva
Gabor,Sari
Gainsbourg,Charlotte
Gainsbourg,Serge
Gallagher,Peter
Gam,Rita
Gambon,Michael
Gance,Abel
Ganz,Bruno
Garber,Matthew
Gustafson,Greta
Gardel,Carlos
Scognamiglio,Vincent
Gardiner,Reginald
Gardner,Ava
Gardner,Ed
Goorwitz,Allen
Garfinkle,Jacob Julius
Garfunkel,Arthur
Gargan,Ed
Gargan,William
Fessenden,Beverly
Gumm,Frances
Baumgarner,James
Garner,Peggy Ann
Garr,Teri
Garofalo,fn
Garrett,Betty
Doudy,Reginald
Garson,Greer
Garth,Jennie
Gary,Lorraine
Gassman,Vittoria
Gastoni,Lisa
Gates,Larry
Gates,Nancy
Gateson,Marjorie
Gauge,Alexander
Gaup,Mikkel
Gawthorne,Peter
Gaye,Gregory
Gainer,Laura
vonGerber,Francesca Mitzi
Gazzara,Ben
Ghere,William
Geeson,Judy
Gehrts,Emma Auguste
Gemma,Guiliano
Genn,Leo
George,Chief
George,Christopher
Clare,Gladys
George,Grace
Day,Linda
George,Muriel
George,Susan
Gerard,Gil
Gyergyay,Stefan
Gere,Richard
Gerrard,Gene
Ghostley,Alice
Giallelis,Stathis
Giannini,Giancarlo
Wenger,Rose August
Gibson,Henry
Richard,Edward
Gibson,Mel
Gielgud,Sir John
Gilbert,Billy
Pringle,John
Gilchrist,Connie
Gellman,Jacob
Gillette,William
Gillie,Jean
Gillingwater,Claude
Gillmore,Margalo
Gilmore,Lowell
Gilmore,Virginia
Gingold,Hermione
Girardot,Annie
Girardot,Etienne
Gish,Dorothy
deGuiche,Lillian
Givney,Kathryn
Glaser,Paul
Gleason,Jackie
Gleason,James Austin
Gleason,Lucille
Gleason,Russell
Glenn,Roy
Glenn,Scott
Glover,Danny
Glover,Julian
Glynn,carlin
Glynne,Mary
Gobel,George
Levy,Marion
Goddard,Willoughby
Godfrey,Peter
Goff,Norris
Golan,Gila
Goldberg,Whoopi
Goldblum,Jeff
Goldner,Charles
Goldoni,Lelia
Gombell,Minna
Gomez,Thomas
Gonzales,Peter
Goodliffe,Michael
Goodman,Benny
Goodwin,Bill
Goodwin,Harold
Gorcey,Leo
Gordon,Bruce
Gordon,C.~Henry
Gordon,Colin
Aldrich,Gaylord
Gordon,Leo
Gordon,Mary
Jones,Ruth Gordon
Goring,Marius
Gorman,Cliff
Gorney,Karen Lynn
Gorshin,Frank
Gortner,Marjoe
Gosset,Louis
Gosset,Louis
Gotell,Walter
Gottschalk,Ferdinand
Goudal,Jetta
Gough,Michael
Goldstein,Elliott
Gould,Harold
Applebaum,Stanley
Gowland,Gibson
Gozzi,Patricia
Grable,Ruth Elizabeth
Hallward,Gloria
Grahame,Margot
Granach,Alexander
Granger,Farley
Stewart,James Lablanche
Leach,Archibald
Grandstaff,Olive
Grant,Lawrence
Rosenthal,Lyova
Grant,Richard E.
Granville,Bonita
Grapewin,Charley
Aurnes,Peter
Graves,Peter
Martens,Fernand
Gray,Billy
Gray,Donald M.
Jensen,Doris
Gray,Dolores
Gray,Nadia
Stevens,Constance
Hedrick,Zelma
Greco,Juliette
Green,Danny
Green,Martyn
Green,Nigel
Greene,Graham
Green,Leon
Greene,Lorne
Greene,Richard
Greenleaf,Raymond
Greenstreet,Sidney
Greenwood,Charlotte
Greenwood,Joan
Greenwood,John
Greer,Bettyjane
Gregg,Everley
Gregor,Nora
Gregory,James
Gregson,John
Greig,Robert
Phipps,Joyce
Grey,Jennifer
Katz,Joe
MacMurray,Lillita
Miller,Eschol Loleet
Grey,Virginia
Griem,Helmut
Grier,Pam
Woods,Ethel
Griffith,Andy
Griffith,Corinne
Griffith,Hugh
Griffith,Kenneth
Griffith,Melanie
Griffiths,Jane
Grimes,Gary
Grizzard,George
Grodin,Charles
Gruner,Oliver
Guard,Dominic
Guardino,Harry
Guild,Nancy
Guilfoyle,Paul
Guilford,Jack
Guillaume,Robert
Guinness,Sir Alec
Gulager,Clu
Gunn,Moses
Gurie,Sigrid
n.a.,n.a.
Gwenn,Edmund
Trice,Marguerite Gwynne
Gwynne,Frederick Hubbard
Gwynne,Michael
Gynt,Greta
Haas,Dolly
Haas,Hugo
Hackett,Leonard
Hackett,Joan
Hackett,Raymond
Hackman,Gene
Haden,Sara
Herring,Reed
Verhagen,Jean
Haggerty,Dan
Hagman,Larry
Haigh,Kenneth
Haines,William
McKahan,Rufus Alan
jr,Alan
Hale,Barbara
Fitzgerald,Patrick
Hatley,J.
Hale,Louise Closser
Hale,Monte
Hale,Richard
Monroe,Robert Hale
Haley,Jack
Hall,Henry
Brown,James
Locher,Charles
Hall,Juanita
Hall,Porter
Hall,Thurston
Hallam,Ray
Hallatt,May
Halliday,John
Halop,Billy
Halsey,Brett
Halton,Charles
Hamill,Mark
Hamilton,Bernie
Hamilton,George
Hamilton,John
Hamilton,Margaret Hamilton
Hamilton,Murray
Hamilton,Neil
Hamlin,harry
Standing,Dorothy
Dougherty,Walter Hampden
Hampshire,Susan
Handl,Irene
Haney,Carol
Hanks,Tom
Hanley,Jenny
Hanley,Jimmy
Hanray,Lawrence
Hansen,Lars
Hararit,Haya
Gatley,Dorothy
Harding,David Llewellyn
Hardwicke,Sir Cedric
Hardy,Oliver Norvell
Hardy,Robert
Hare,Lumsden
Hare,Robertson
Harewood,Dorian
Harker,Gordon
Carpentier,Harlean
Harmon,Mark
Harper,Jessica
Harper,Valerie
Harrigan,William
Harrington,Pat
Harris,Barbara
Harris,Jonathan
Harris,Julie
Harris,Phillip
Harris,Richard
Harris,Robert
Harris,Robert H.
Harrison,Kathleen
Harrison,Linda
Carey,Sir Reginald
Harrold,Kathryn
Hicks,Dolores
Hart,Dorothy
Hart,William Surrey
Hartley,Mariette
Hartman,David
Hartman,Elizabeth
Hartmann,Phil
Hartnell,William
Harvey,Laurence
Harvey,Forrester
Skikne,Larushka Mischa
Harvey,Lilian
Harvey,Paul
Hasse,Otto Eduard
Hassett,Marilyn
Larsson,Signe
Hatcher,Terry
Hatfield,Hurd
Hatton,Raymond
Hatton,fn?
Hauer,Rutger
Stovenour,June
Hovick,Ellen Evangeline
Hawkins,Jack
Hawkins,Jim
Hawn,Goldie
Haworth,Jill
Hawthorne,Nigel
Hawtrey,Charles
Hayakawa,Sessue
Hayden,Harry
Hayden,Linda
Lucid,Pate
Hayden,Sterling
Haydn,Richard
Hay,Helen
Hayes,Mary Jane
Hayes,George
HayesBrown,Helen
Hayes,Margaret
Hayes,Melvyn
Hayes,Peter Lind
Haymes,Dick
Hays,Robert
Haythornthwaite,Joan
Grant,Seafield
Marrener,Edythe
Cansino,Margarita Carmen
Heard,John
Heatherton,Joey
Heckart,Eileen
Heditsian,Ara (Al)
Hedren,Nathalie
Heflin,Emmet Evan
Helmond,Katherine
Helpmann,Sir Robert
Hemingway,Margaux
Hemingway,Mariel
Hemmings,David
Hendrix,Wanada
Henie,Sonja
Henning,Eva
vonHenreid,Paul George Julius
Henrey,Bobby
Zuckerman,B.
Henry,Charlotte
Henry,Justin
Henry,Mike
Henry,William
Gunn,Gladys
Henson,Jim
Henson,Nicky
Henson,Leslie
Henson,Nicky
Hepburn-Ruston,Audrey
Hepburn,Katherine
Hepton,Bernard
Herbert,Holmes
Herbert,Hugh
Herbert,Percy
Herlihy,Eileen
Rubens,Paul
Hernandez,Juano
Herrmann,Edward
Herzstine (Seagull),Barbara
Hersholt,Jean
Hervey,Irene
Heston,Charlton
Heydt,Louis
Violet,Pretty
Heywood,Pat
Geoffrey,Hibbert
Hickey,William
Hickman,Darryl
Hicks,Russell
Hicks,Sir Seymour
Hickson,Joan
Hill,Arthur
Hill,Alfred Hawthorne
Hill,Howard
Girotti,Mario
Hiller,Wendy
Hillerman,John
Snyder,Peggy Lou
Hilligoss,Candace
Hilton,Daisy
Hilton,Violet
Hindle,Art
Hinds,Samuel S.
Hines,Johnny
Hingle,Pat
Hird,Thora
Hirsch,Judd
Hirsch,Robert
Hitchcock,Sir Alfred
Keefer,Rose
Hobbes,Halliwell
Hobbs,Jack
Hobson,Valerie
Hodge,Patricia
Hodiak,John
Hyams,Samuel David
Hodern,Sir Michael
Hoffman,Basil
Hoffman,Dustin
Hohl,Arthur
Holbrook,Hal
Hammerton,Fay
Holden,Gloria
Holden,William
Beedle,William
McKay,Eleanor Gough
Tuvim,Judith
Holliman,Earl
Holloway,Stanley
Holloway,Sterling
Cuhbert,Ian Holm
Holmes,Phillips
Holmes,Taylor
Holt II,Charles John
Holt,Elizabeth
Parsons,Patrick
Holt III,Charles John
Homans,Robert
Homeier,Skip
Homolka,Oskar
Hooks,Robert
Hope,Leslie Townes
Hope,Vida
Hopkins,Anthony
Hopkins,Bo
Hopkins,Miriam
Hoper,Dennis
Furry,Elda
Hopper,Victoria
Furry,William
Hordern,Sir Michael
Horne,David
Horne,Geoffrey
Horne,Lena
Horne,Victoria
Horton,Edward Everett
Horton,Mead Howard
Horton,Peter
Hoskins,Bob
Hossein,Robert
Weiss,Erich
Haussmann,Jacques
Housman,Arthur
Houston,Donald
Gribbin,Katherina Houston
Houston,Whitney
Howard,Arthur
Howard,Esther
Cox,John
Howard,Kathleen
Howard,Ken
Stainer,Leslie
Howard,Ronald
Howard,Ronald (Ronny)
Howard,Sydney
Howard,Trevor
Howard,Francis
Howes,Bobby
Howes,Sally
Hoyt,Arthur
Hoysradt,John
Huber,Harold
Hubley,Season
Hubschmid,Paul
Hudd,Walter
Huddleston,David
Hudson,Rochelle
Scherer,Roy
Huffman,David
Hughes,Barnard
vonGerlean,Betty
Hughes,Lloyd
Hughes,Mary
Hughes,Wendy
Hulbert,Claude
Hulbert,Jack
Hulce,Tom
Hull,Henry
Sherwood,Josephine
Hume,Benita
Hunicutt,Arthur
Hunicutt,Gayle
Hunt,Marcia
Hunt,Martita
Hunter,Glenn
Hunter,Holly II
Hunter,Ian
McKinnies,Henry H.
Cole,Janet
Kelm,Andrew Arthur
Huntley,Raymond
Huppert,Isabelle
Hurst,Brandon
Hurst,David
Hurst,Paul
Hurst,Veronica
Hurt,John
Supinger,Mary Beth
Hurt,William
Hussey,Olivia
Huston,Anjelica
Huston,John
Houghston,Walter
Hucheson,David
Hutchins,Will
Hutchinson,Josephine
Huth,Harold
Hutton,Betty
Hutton,Jim
Hutton,Mary
Winne,Robert Bruce
Hutton,Timothy
Hyams,Leila
HydeWhite,Wilfred
Hyer,Martha
Gentner,Diana
Hylands,Scott
Hylton,Jane
Hymer,Warren
Hytten,Olaf
Ince,Ralph
Wightman,Frieda
Hitchcock,Reginald
Ingram,Rex
Ireland,Jill
Ireland,John
Irons,Jeremy
Irving,Amy
Itami,Juzo
Itami,Manpeii
Ivan,Rosalind
Ivanhoe,Burl Icle
Jackson,Anne
Jackson,Freda
Jackson,Glenda
Jackson,Gordon
Jackson,Kate
Jackson,Selmer
Jackson,Thomas E.
Jacobi,Derek
Jacobi,Lou
Jacoby,Scott
Jacques,Hattie
Jaeckel,Richard
Jaffe,Sam
Perez-Macias,Blanca
Jeffries,Dean
Jaglom,Henry
James,Clifton
James,Harry
James,Sidney
Jameson,Thomas
Janenz,Theodor Janenz
Janssen,David
Janssen,Famke
Jarman~jr.,Claude
Jason,Rick
Jason,Sybil
James,Michael
Jean,Gloria
Jeanmaire,Renee
Jeans,Isabel
McMinn,Ursula
Jeayes,Allan
Jefford,Barbara
Carmichael,Anne
Jeffries,Lionel
McGonegal,Alfred
Jenkins,Jackie
Jenkins,Megs
Jenks,Frank
Jennings,DeWitt
Jens,Salome
Allen,Mary
Jessel,George
Jessel,Patricia
Jewell,Isabel
Johann,Zita
Dwight,Reginald Dennis
John,Rosamund
Johns,Glynis
Mervyn,Glynis
Johnson,Arte
Johnson,Arthur
Johnson,Ben
Johnson,Dame Celia
Johnson,Harold Ogden
Johnson,Don
Johnson,Katie
Townsend,Catherine
Johnson,Lynn-Holly
Johnson,Noble
Johnson,Rafer
Johnson,Richard
Tor,Johnson
Van Johnson,Charles
Johnston,Margaret
Johnston,Oliver
Yoelson,Asa
Jones,Allan
Jones,Barry
Gebhardt,Charles
Jones,Carolyn
Jones,Christopher
Jones,Dean
Jones,Emrys
Jones,Freddie
Jones,Griffith
Jones,Henry
Jones,James Earl
Isley,Phyllis
McQueen,J.E.
O-Lan,Jones
Jones,Shirley
Jones,Lindley Armstrong
Jones,Tommy Lee
Jordan,Bobbie
Jordan,Richard
Jorgenson,Christopher?
Jory,Victor
Josephson,Erland
Joslyn,Allyn
Gendre,Louis
Jouvet,Louis
Joy,Leatrice
Joyce,Alice
Leabo,Betty
Judd,Ashley
Judd,Edward
Julia,Raul
Jump,Gordon
Tripp,June
Garcia,Maria Jurado
Just,Gabi
Justin,John
Kahn,Florence
Kahn,Madeleine
Kallianoites,Helena
Kane,Carol
Schroeder,Helen
Kaplin,Marvin
Kapoor,Sashi
Beyer,Hanne Karin
Karlen,John
Karlin,Miriam
Pratt,William Henry
Karns,Roscoe
Karras,Alex
Kasket,Harold
Kastner,Peter
Kac,Isser
Kac,Isser
Katt,William
Kavner,Julie
Kaminsky,David Daniel
Kaye,Stubby
Kazanjoglous,Elia
Keach,James
Keach,Stacy
Keane,Robert Emmett
Keaton,Joseph Francis
Hall,Diane
Keaton,Michael
Keats,Steven
Kedrova,Lila
Leek,Harold
Keeler,Ethel
Keen,Geoffrey
Keen,Malcolm
Duryea,George
Keir,Andrew
Keitel,Harvey
Keith,Robert~jr.
Ross,Keith
Keith,Robert
Kellaway,Cecil
Keller,Helen
Keller,Marthe
Kellerman,Annette
Kellerman,Sally
Kelley,DeForest
Kellin,Mike
Kelly,Emmett
Kelly,Frederick
Kelly,Eugene Curran
Kelly,Princess Grace of Monaco
Kelly,Moira
Kelly,Nancy
Kelly,Patsy
Kelly,Paul
Kelly,Paula
Kelly,Tommy
Kelsall,Moultrie
Kelsey,Fred
Kelton,Pert
Kemp,Gary
Walker,Edmund
Kemp,Martin
Kemp-Welch,Joan
Kendall,Cyrus
Kendall,Henry
McCarthy,Justine
Harrison,Frieda
Kennedy,Arthur
Douglas,Keith
Kennedy,Edgar
Kennedy,George
Kahler,Maude
Kenney,James
Kensit,gn
Field,Joan
Kent,Keneth
Kenyon,Doris
Kerr-Trimmer,Deborah
Kerr,John
Kerrigan,J.M.
Kaiser,Arnold
Keyes,Evelyn
Khambatta,Persis
Kibbee,Guy
Greenwald,Milton
Kidder,Margot
Kidman,Nicole
n.a.,n.a.
n.a.,n.a.
Kiel,Richard
Kieling,Wolfgang
Kilbride,Percy
Kilburn,Terry
Kiley,Richard
Kilian,Victor
Kilmer,Val
Reid,Patricia
Kimmins,Anthony
Kniberg,Irwin
Barry,Georgetta
King,Anita
King,Charles
King,Charles
King,Perry
King,Stephen
King,Walter Woolf
Kingsford,Walter
Banji,Krishna
Kinnear,Greg
Kinnear,Roy
Kinskey,Leonid
Nakszynski,Claus Gunther
Kinski,Nastassia
Kinsolving,Lee
Kirkegaard,Phyllis
Kirk,Tommy
bn,gn
Kirkop,Oreste
Kitt,Eartha
Kitzmiller,John
Kjellin,Alf
Klein-Rogge,Rudolf
Klemperer,Werner
Klugman,Jack
Knapp,Evelyn
Mintz,David
Knight,Esmond
Knight Hopkins,Shirley
Knotts,Don
Knowles,Reginald
Knox,Alexander
Kohler sr.,Fred
Kolb,Clarence
Kolker,Henry
Konstam,Phyllis
Sterling,Ford
Korjus,Miliza
Korman,Harvey
Kohn,Fritz Nathan
Kaiser,Geza
Koscina,Sylva
Yoshkin,Nicolai
Koslovski,Linda
Kossoff,David
Kotto,Yaphet
Kovack,Nancy
Krabbe,Jeroen
Kovacs,Ernie
Krauss,Werner
Kreuger,Kurt
Krige,Alice
Kristel,Sylvia
Kristofferson,Kris
Kruger,Alma
Kruger,Hardy
Kruger,Otto
Kruschen,Jack
Kudoh,Youki
Kulp,Nancy
Kwan,Nancy
Kwouk,Burt
Kydd,Sam
Kyo,Machiko
Kyser,Kay
Lacey,Catherine
Lackteen,Frank
Ladd,Alan
Stoppelmoor,Cheryl
Ladnier,Diane
Laffan,Patricia
Lahrheim,Irving
LoVecchio,Frank Paul
Laird,Jenny
Silverlake,Arthur
Ockleman,Constance
LaMarr,Barbara
Kiesler,Hedwig
Lamas,Fernando
Lamb,Gil
Lambert,Christopher
Lambert,Constant
Lambert,Jack
Lambert,Jack
Lamble,Lloyd
Lamont,Duncan
Kaumeyer,Dorothy
Lancaster,Burt
Sullivan,Elizabeth
Landau,David
Landau,Martin
Kuhnelt,Elizabeth
Landi,Maria
Ridste,Frances
Landis,Cullen
Medbury,Jessie Royce
Orowitz,Michael
Albershart,Harry
Lane,Charles
Lane,Diane
Mulligan,Lola
Lupino,Henry George
fn,gn
Mulligan,Priscilla
Mulligan,Rosemary
Lane,Richard
Lane,fn
Lenesky,Tom
Lang,Matheson
Lang,Robert
Langan,Glenn
Langdon,Harry
Langdon,Michael
Langdon,Sue Ane
Lange,Hope
Lange,Jessica
Langella,Frank
Langford,Frances
LeBreton,Emilie Charlotte
Lansbury,Angela
Wassmansdoff,Joyce
Broom,Robert H.
Cocozza,Alfredo
LaPlante,Laura
Lapotaire,Jane
LaRocque de la Rour,Roderick
Larsen,Keith
Biondolillo,Gaspare
Lasser,Louise
Latham,Louise
Kline,Frank
Latzen,gn
Lauck,Chester
Laughlin,Tom
Lauper,Cynthia
Jefferson,Arthur Stanley
Laurel and Hardy,Stan and Oliver
Jacobs,Rosetta
Lauter,Ed
Lauter,Harry
Lavi,Daliah
Law,John Phillip
Lawford,Peter
Goddard,Josephine Lawrence
Lawrence,Barbara
Lawrence,Delphi
Lawrence,Florence
Lawrence-Klasen,Alexandra Dagmar
Goldsmith,Max
Lawson,Leigh
Worsnop,Wilfrid
Lawton,Frank
Lazenby,George
Leachman,Cloris
bn,gn
Learned,Michael
LeBrock,Kelly
Lederer,Francis
Winnifrith,Joanna
Lee,Berlinda
Lee,Bill
Lee,Bernard
Lee,Brandon
Lee,Bruce
Canegata,Lionel
Lee,Christopher
Lee,Davey
Wyatt,Wilma
Lee,Dorothy
Hovick,Louise
Lee,Joie
Dusiak,Michele
Lee,Spike
McClelland,Richard
Lees,Antoinette
Leeds,Thelma
Eva,le Gallienne
Leiber,Fritz
Leibman,Ron
Morrison,Jeanette
Morrow,Jennifer
Hartley,Vivien
Leigh-Hunt,Barbara
Leighton,Margaret
Leister,Frederick
Leitch,Donovan
Leith,Virginia
Le Mat,Paul
Lembeck,Harvey
Lemmon,Jack
Lenska,Rula
Blamauer,Caroline
Lenz,Kay
Lenz,Rick
Leon,Valerie
Leonard,Murray
Bershad,Sheldon
Lerner,Michael
Leroux,Madeleine
Brodell,Joan
Lister,Bruce
Lester,Mark
Lettieri,Al
Levant,Oscar
Levene,Sam
Lewis,Diana
Lewis,Fiona
Lewis,Joseph
Lewis,Ronald
Lewis,Sheldon
Little,Edward Gerald
Leyton,John
bn,gn
Lieven,Albert
Munston,Constance Sylvia
Linkenhelter,Otto Elmo
Lindblom,Gunnel
Linden,Eric
Lipshitz,Harold
Linden,Jennie
Linder,Cec
Leuvielle,Gabriel
Lindfors,Viveca
Lindley,Audra
Lindo,Olga
Kies,Margaret
Pieralisi,Virna
Lister,Francis
Lister,Moira
Litel,John
Little,Cleavon
Littlefield,Lucien
Livesey,Jack
Livesey,Roger
Livesey,Sam
Livingston,Margaret
Lloyd,Doris
Lloyd,Emily
Lloyd,Harold
Lloyd,Norman
Pack,Charles
LoBianco,Tony
Locke,Sondra
Lockhart,Calvin
Lockhart,Gene
Lockhart,June
Lockhart,Kathleen
Yusolfsky,John Gary
Day,Margaret
Loden,Barbara
Lowe,John
Lodge,David
Lodge,John
Logan,Robert
Loggia,Robert
Lohr,Marie
Lollobrigida,Gina
Lomas,Herbert
Lombard,Karina
Peters,Jane
Peck,Julie
Long,Audrey
Long,Richard
Long,Walter
Longden,John
Longden,Terence
Lonsdale,Michael
Loo,Richard
Lopez,Trini
Ryan,John Joseph
Lord,Marjorie
Lord,Pauline
Scicoloni,Sophia
MacDougal,M.L.
Ellis,Magdalen
Losch,Tilly
Fremault,Anita Louise
Louise,Tina
Horton,Juanita
Love,Montagu
Lovejoy,Frank
Marchiano,Linda
Lovell,Dyson
Lovell,Raymond
Lovett,Lyle
Lowe,Arthur
Lowe,Edmund
Lowell,Carey
Hanks,R.L.
Lowry,Morton
Williams,Myrna
dePasquale,Antoinetta
Towle,Arthur
Lucas,Wilfred
Luchaire,Corinne
Luckinbill,Laurence
Ludlam,Charles
Blasko,Bela Ferenc
Lukacs,Pal
Luke,Keye
Lulli,Folco
Lawrie,Marie
Lumley,Joanna
Lummis,Dayton
Luna,Barbara
London,Arthur
Lund,John
Lund,Alfred
Lupino,Ida
Lupino,Stanley
Lydon,James
Lyel,Viola
Lynch,Alfred
Lynch,Richard
Lynde,Paul
Lynen,Robert
Lynley,Carol
Lynn,Ann
Loehr,Dolores
Lind,Ragnar
Lynn,Leni
Lynn,Ralph
Lynn,Sharon
Lynn,Vera
Lyon,Ben
Lyon,Sue
Lytell,Bert
MacArthur,James
MacCorkindale,Simon
MacDonald,J.Farrell
MacDonald,Jeanette
MacGinnis,Niall
MacGowran,Jack
MacGraw,Alice
Macht,Stephen
Mack,Helen
Mackaill,Dorothy
Mackay,Barry
Mackay,Fulton
Mackendrick,Alexander
Mielziner,Leo
Beaty,Shirley MacLaine
MacLane,Barton
MacLean,Douglass
MacLiammoir,Micheal
Jena,Malone
MacMahon,Aline
MacMahon,Horace
MacMurray,Fred
MacNee,Patrick
MacNichol,Kristy
Macowan,Norman
MacPhail,Douglas
MacPherson,Elle
MacPherson,Jeanie
Macrae,Duncan
Macrae,Gordon
MaCready,George
Macy,Bill
Macy,William H. Macy
Madden,Peter
